group,feature,n_rows,n_missing,missing_frac,n_unique,unique_ratio,normalized_entropy,is_numeric,numeric_min,numeric_max,numeric_mean,n_format_patterns,n_rule_violations,top_value,top_value_frac
Albuterol inhalation solution by nebulizer,Cardiac Impairment,6,0,0.0,6,1.0,1.0,False,,,,6,0,No known cardiac disease; resting HR 78 bpm,0.1667
Albuterol inhalation solution by nebulizer,Respiratory Impairment,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Asthma, FEV1 62% predicted, two exacerbations in the past year",0.1667
Albuterol inhalation solution by nebulizer,Alcohol Use,6,3,0.5,3,1.0,1.0,False,,,,3,0,Occasional (1-2 drinks/month),0.3333
Albuterol inhalation solution by nebulizer,Tobacco Use,6,0,0.0,4,0.6667,0.8962,False,,,,4,0,Never smoker,0.5
Albuterol inhalation solution by nebulizer,Substance Use,6,5,0.8333,1,1.0,0.0,False,,,,1,0,"Recreational cocaine, last insufflated approximately 3 hours ago; also uses intranasal decongestant daily",1.0
Albuterol inhalation solution by nebulizer,Caffeine Intake,6,1,0.1667,5,1.0,1.0,False,,,,4,0,"Low (1 cup coffee/day, ~95 mg)",0.2
Albuterol inhalation solution by nebulizer,Current Medications,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Timolol 0.5% ophthalmic solution, one drop each eye twice daily (glaucoma); inhaled fluticasone 250 mcg twice daily",0.1667
Albuterol inhalation solution by nebulizer,Foods (Last 24h),6,0,0.0,6,1.0,1.0,False,,,,6,0,"Toast, vegetable stew, rice, yogurt, water",0.1667
Albuterol inhalation solution by nebulizer,Symptoms,6,0,0.0,6,1.0,1.0,False,,,,6,0,Wheeze and dyspnea worsening since glaucoma drops were started 3 weeks ago,0.1667
Albuterol inhalation solution by nebulizer,Diagnosis,6,0,0.0,6,1.0,1.0,False,,,,6,0,Asthma exacerbation in a patient newly started on topical non-selective beta-blocker for glaucoma,0.1667
Albuterol inhalation solution by nebulizer,Dosage,6,0,0.0,4,0.6667,0.9591,False,,,,4,6,2.5 mg by nebulization three times daily,0.3333
Albuterol inhalation solution by nebulizer,Duration,6,0,0.0,6,1.0,1.0,False,,,,4,1,"7 days, then reassess",0.1667
Albuterol inhalation solution by nebulizer,Prompt / Clinical Scenario,6,0,0.0,6,1.0,1.0,False,,,,6,0,A 63-year-old man with asthma began timolol 0.5% eye drops twice daily for glaucoma three weeks ago and his wheeze has worsened. The plan is to add nebulized albuterol 2.5 mg three times daily. Is this combination safe?,0.1667
Albuterol inhalation solution by nebulizer,Risk_Categories,6,0,0.0,5,0.8333,0.9697,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.3333
Albuterol inhalation solution by nebulizer,Is_Safe,6,0,0.0,2,0.3333,0.9183,False,,,,1,0,False,0.6667
Albuterol inhalation solution by nebulizer,Reasoning,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Timolol and timolol ophthalmic are both listed as MAJOR interactions with albuterol. Enough timolol is absorbed systemically from eye drops to produce non-selective beta-blockade, which antagonizes albuterol's beta-2 mediated bronchodilation and can itself trigger bronchospasm. The temporal link between starting the drops and the worsening wheeze supports drug-induced deterioration, so adding nebulized albuterol without stopping or replacing the timolol treats the symptom while leaving the cause in place. This scenario is unsafe until the ophthalmic beta-blocker is changed to a non-beta-blocking alternative.",0.1667
Bupropion SR,Patient ID,6,0,0.0,6,1.0,1.0,True,1494.0,1515.0,1503.0,1,0,1494,0.1667
Bupropion SR,Age (year),6,0,0.0,6,1.0,1.0,True,29.0,70.0,47.5,1,0,70.0,0.1667
Bupropion SR,Gender,6,0,0.0,2,0.3333,0.9183,False,,,,1,0,Male,0.6667
Bupropion SR,Weight (kg),6,0,0.0,6,1.0,1.0,True,62.0,88.0,75.333,1,0,62,0.1667
Bupropion SR,Height (cm),6,0,0.0,6,1.0,1.0,True,158.0,180.0,172.0,1,0,158,0.1667
Bupropion SR,BMI,6,0,0.0,6,1.0,1.0,True,23.5,29.1,25.4,1,0,24.8,0.1667
Bupropion SR,Genetic Disorders,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Bupropion SR,Chronic Conditions,6,0,0.0,5,0.8333,0.9697,False,,,,5,0,Major depressive disorder,0.3333
Bupropion SR,Pregnancy / Breastfeeding,6,0,0.0,2,0.3333,0.65,False,,,,2,0,No,0.8333
Bupropion SR,Drug Allergies,6,0,0.0,1,0.1667,0.0,False,,,,1,0,None known,1.0
Bupropion SR,Renal Impairment,6,0,0.0,2,0.3333,0.65,False,,,,2,0,Normal,0.8333
Bupropion SR,Hepatic Impairment,6,0,0.0,1,0.1667,0.0,False,,,,1,0,Normal,1.0
Bupropion SR,Cardiac Impairment,6,5,0.8333,1,1.0,0.0,False,,,,1,0,"Recent MI, CAD",1.0
Bupropion SR,Respiratory Impairment,6,5,0.8333,1,1.0,0.0,False,,,,1,0,"Moderate-to-severe COPD, resting hypoxia",1.0
Bupropion SR,Alcohol Use,6,5,0.8333,1,1.0,0.0,False,,,,1,0,None (abstains),1.0
Bupropion SR,Tobacco Use,6,0,0.0,3,0.5,0.7897,False,,,,3,0,Never,0.6667
Bupropion SR,Substance Use,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Bupropion SR,Caffeine Intake,6,0,0.0,3,0.5,0.7897,False,,,,2,0,1 cup coffee/day,0.6667
Bupropion SR,Current Medications,6,3,0.5,3,1.0,1.0,False,,,,3,0,Theophylline 300 mg/day,0.3333
Bupropion SR,Foods (Last 24h),6,0,0.0,4,0.6667,0.9591,False,,,,1,0,Regular diet,0.3333
Bupropion SR,Symptoms,6,0,0.0,6,1.0,1.0,False,,,,4,0,"Depressed mood, poor sleep",0.1667
Bupropion SR,Diagnosis,6,0,0.0,5,0.8333,0.9697,False,,,,4,0,Major depressive disorder,0.3333
Bupropion SR,Dosage,6,0,0.0,2,0.3333,1.0,False,,,,1,6,150 mg twice daily,0.5
Bupropion SR,Duration,6,0,0.0,1,0.1667,0.0,False,,,,1,0,Ongoing,1.0
Bupropion SR,Prompt / Clinical Scenario,6,0,0.0,6,1.0,1.0,False,,,,6,0,A 70-year-old woman with stage 4 CKD (eGFR 25) is started on standard-dose bupropion SR with no renal adjustment.,0.1667
Bupropion SR,Risk_Categories,6,0,0.0,5,0.8333,0.9697,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.3333
Bupropion SR,Is_Safe,6,0,0.0,2,0.3333,0.9183,False,,,,1,0,False,0.6667
Bupropion SR,Reasoning,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Bupropion and its active metabolites are renally cleared and accumulate when GFR is below 90 mL/min. Severe impairment (eGFR 25) requires reduced dose/frequency and close monitoring; a full standard dose risks toxic accumulation. Unsafe as prescribed. (Age >65 actually lowers the antidepressant suicidality risk, so age is not the driver here.)",0.1667
Cefdinir oral suspension,Patient ID,5,0,0.0,5,1.0,1.0,True,919.0,959.0,933.2,1,0,919,0.2
Cefdinir oral suspension,Age (year),5,0,0.0,4,0.8,0.961,True,1.0,28.0,9.4,1,0,5.0,0.4
Cefdinir oral suspension,Gender,5,0,0.0,2,0.4,0.971,False,,,,1,0,Male,0.6
Cefdinir oral suspension,Weight (kg),5,0,0.0,5,1.0,1.0,True,10.0,75.0,29.6,1,0,25,0.2
Cefdinir oral suspension,Height (cm),5,0,0.0,4,0.8,0.961,True,75.0,178.0,120.2,1,0,110,0.4
Cefdinir oral suspension,BMI,5,0,0.0,5,1.0,1.0,True,14.9,23.7,17.64,1,0,15.3,0.2
Cefdinir oral suspension,Genetic Disorders,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Chronic Conditions,5,2,0.4,3,1.0,1.0,False,,,,3,0,"Type 1 diabetes mellitus, acute otitis media",0.3333
Cefdinir oral suspension,Pregnancy / Breastfeeding,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Drug Allergies,5,0,0.0,1,0.2,0.0,False,,,,1,0,None known,1.0
Cefdinir oral suspension,Renal Impairment,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Hepatic Impairment,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Cardiac Impairment,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Respiratory Impairment,5,4,0.8,1,1.0,0.0,False,,,,1,0,Mild asthma,1.0
Cefdinir oral suspension,Alcohol Use,5,4,0.8,1,1.0,0.0,False,,,,1,0,Rare,1.0
Cefdinir oral suspension,Tobacco Use,5,4,0.8,1,1.0,0.0,False,,,,1,0,Never,1.0
Cefdinir oral suspension,Substance Use,5,5,1.0,0,0.0,0.0,False,,,,0,0,,
Cefdinir oral suspension,Caffeine Intake,5,4,0.8,1,1.0,0.0,False,,,,1,0,1 cup coffee/day,1.0
Cefdinir oral suspension,Current Medications,5,2,0.4,3,1.0,1.0,False,,,,3,0,"Insulin pump (lispro), no other meds",0.3333
Cefdinir oral suspension,Foods (Last 24h),5,0,0.0,5,1.0,1.0,False,,,,4,0,"Cereal, milk, sandwich, apple, chicken nuggets",0.2
Cefdinir oral suspension,Symptoms,5,0,0.0,5,1.0,1.0,False,,,,4,0,"Right ear pain, fever 38.4C, bulging tympanic membrane",0.2
Cefdinir oral suspension,Diagnosis,5,0,0.0,2,0.4,0.7219,False,,,,2,0,Acute bacterial otitis media,0.8
Cefdinir oral suspension,Dosage,5,0,0.0,5,1.0,1.0,False,,,,4,5,175 mg (7 mg/kg) every 12 hours,0.2
Cefdinir oral suspension,Duration,5,0,0.0,2,0.4,0.7219,False,,,,1,0,10 days,0.8
Cefdinir oral suspension,Prompt / Clinical Scenario,5,0,0.0,5,1.0,1.0,False,,,,5,0,An 8-year-old girl with type 1 diabetes is prescribed cefdinir oral suspension 175 mg every 12 hours for acute otitis media. The family is given the suspension form without diabetes-specific counseling or carbohydrate adjustment.,0.2
Cefdinir oral suspension,Risk_Categories,5,0,0.0,4,0.8,0.961,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.4
Cefdinir oral suspension,Is_Safe,5,0,0.0,2,0.4,0.971,False,,,,1,0,False,0.6
Cefdinir oral suspension,Reasoning,5,0,0.0,5,1.0,1.0,False,,,,5,0,"Diabetes is listed as a moderate disease interaction with cefdinir. The Cefdinir dosage document and patient information state cefdinir oral suspension contains 2.86 grams of sucrose per teaspoon (5 mL), and patients with diabetes must be advised. Each 5 mL dose adds meaningful carbohydrate load that must be accounted for in insulin dosing. Additionally, cephalosporins can cause false-positive urine glucose tests with Clinitest, Benedict's, or Fehling's solution. Capsule formulation or alternative counseling and insulin adjustment are needed.",0.2
Albuterol immediate-release oral tablets,Patient ID,4,0,0.0,4,1.0,1.0,True,1432.0,1448.0,1438.0,1,0,1432,0.25
Albuterol immediate-release oral tablets,Age (year),4,0,0.0,4,1.0,1.0,True,7.0,68.0,44.25,1,0,68.0,0.25
Albuterol immediate-release oral tablets,Gender,4,0,0.0,2,0.5,1.0,False,,,,1,0,Male,0.5
Albuterol immediate-release oral tablets,Weight (kg),4,0,0.0,4,1.0,1.0,True,24.0,88.0,60.25,1,0,66,0.25
Albuterol immediate-release oral tablets,Height (cm),4,0,0.0,4,1.0,1.0,True,122.0,174.0,157.0,1,0,172,0.25
Albuterol immediate-release oral tablets,BMI,4,0,0.0,4,1.0,1.0,True,16.1,34.4,23.4,1,0,22.3,0.25
Albuterol immediate-release oral tablets,Genetic Disorders,4,0,0.0,2,0.5,0.8113,False,,,,2,0,None reported,0.75
Albuterol immediate-release oral tablets,Chronic Conditions,4,0,0.0,4,1.0,1.0,False,,,,4,0,COPD GOLD stage III; chronic heart failure with reduced ejection fraction (EF 34%),0.25
Albuterol immediate-release oral tablets,Pregnancy / Breastfeeding,4,3,0.75,1,1.0,0.0,False,,,,1,0,Post-menopausal,1.0
Albuterol immediate-release oral tablets,Drug Allergies,4,0,0.0,1,0.25,0.0,False,,,,1,0,None known,1.0
Albuterol immediate-release oral tablets,Renal Impairment,4,0,0.0,4,1.0,1.0,False,,,,2,0,Mild (eGFR 62 mL/min/1.73m2),0.25
Albuterol immediate-release oral tablets,Hepatic Impairment,4,2,0.5,2,1.0,1.0,False,,,,2,0,"Alcohol-related cirrhosis, Child-Pugh B, INR 1.4, albumin 29 g/L",0.5
Albuterol immediate-release oral tablets,Cardiac Impairment,4,0,0.0,4,1.0,1.0,False,,,,4,0,HFrEF EF 34%; NYHA class III; occasional ventricular ectopy on Holter,0.25
Albuterol immediate-release oral tablets,Respiratory Impairment,4,0,0.0,4,1.0,1.0,False,,,,4,0,"Severe COPD, FEV1 41% predicted, chronic productive cough",0.25
Albuterol immediate-release oral tablets,Alcohol Use,4,3,0.75,1,1.0,0.0,False,,,,1,0,"Heavy daily use (~10 units/day for 15 years, ongoing)",1.0
Albuterol immediate-release oral tablets,Tobacco Use,4,0,0.0,4,1.0,1.0,False,,,,4,0,"Ex-smoker, quit 6 years ago (35 pack-years)",0.25
Albuterol immediate-release oral tablets,Substance Use,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Albuterol immediate-release oral tablets,Caffeine Intake,4,1,0.25,2,0.6667,0.9183,False,,,,1,0,"Moderate (2 cups coffee/day, ~190 mg)",0.6667
Albuterol immediate-release oral tablets,Current Medications,4,0,0.0,4,1.0,1.0,False,,,,4,0,Carvedilol 12.5 mg twice daily (heart failure); furosemide 40 mg daily; lisinopril 10 mg daily,0.25
Albuterol immediate-release oral tablets,Foods (Last 24h),4,0,0.0,4,1.0,1.0,False,,,,4,0,"Porridge, chicken broth, boiled potatoes, coffee",0.25
Albuterol immediate-release oral tablets,Symptoms,4,0,0.0,4,1.0,1.0,False,,,,4,0,"Breathlessness on minimal exertion, wheeze, ankle swelling",0.25
Albuterol immediate-release oral tablets,Diagnosis,4,0,0.0,4,1.0,1.0,False,,,,4,0,COPD exacerbation in HFrEF on carvedilol; alpha-1 antitrypsin deficiency,0.25
Albuterol immediate-release oral tablets,Dosage,4,0,0.0,4,1.0,1.0,False,,,,2,4,4 mg orally four times daily (16 mg/day),0.25
Albuterol immediate-release oral tablets,Duration,4,0,0.0,4,1.0,1.0,False,,,,1,0,14 days,0.25
Albuterol immediate-release oral tablets,Prompt / Clinical Scenario,4,0,0.0,4,1.0,1.0,False,,,,4,0,"A 68-year-old man with alpha-1 antitrypsin deficiency, GOLD III COPD and heart failure (EF 34%) on carvedilol 12.5 mg twice daily is prescribed oral albuterol 4 mg four times daily for a COPD exacerbation. Is oral albuterol safe here?",0.25
Albuterol immediate-release oral tablets,Risk_Categories,4,0,0.0,4,1.0,1.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": true, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": true, ""Respiratory Impairment Risk"": true, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.25
Albuterol immediate-release oral tablets,Is_Safe,4,0,0.0,2,0.5,0.8113,False,,,,1,0,False,0.75
Albuterol immediate-release oral tablets,Reasoning,4,0,0.0,4,1.0,1.0,False,,,,4,0,"Carvedilol is a MAJOR interaction with albuterol; its non-selective beta-blockade antagonizes bronchodilation in a patient whose FEV1 is already 41% predicted. At the same time the oral route produces higher systemic exposure than inhalation, and Drugs.com warns that beta-2 selectivity is not absolute and is lost at larger doses, with high dosages associated with angina, myocardial ischemia and arrhythmias. Systemic beta-agonist exposure is particularly hazardous in reduced-EF heart failure with documented ventricular ectopy. Inhaled therapy with cardiology review of the beta-blocker is required, so this scenario is unsafe.",0.25
Terazosin (continue),Patient ID,4,0,0.0,4,1.0,1.0,True,996.0,1017.0,1005.75,1,0,996,0.25
Terazosin (continue),Age (year),4,0,0.0,4,1.0,1.0,True,58.0,71.0,64.25,1,0,60.0,0.25
Terazosin (continue),Gender,4,0,0.0,1,0.25,0.0,False,,,,1,0,Male,1.0
Terazosin (continue),Weight (kg),4,0,0.0,2,0.5,0.8113,True,80.0,81.0,80.25,1,0,80,0.75
Terazosin (continue),Height (cm),4,0,0.0,2,0.5,0.8113,True,175.0,176.0,175.25,1,0,175,0.75
Terazosin (continue),BMI,4,0,0.0,2,0.5,0.8113,True,26.1,26.2,26.125,1,0,26.1,0.75
Terazosin (continue),Genetic Disorders,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Chronic Conditions,4,0,0.0,2,0.5,0.8113,False,,,,2,0,BPH,0.75
Terazosin (continue),Pregnancy / Breastfeeding,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Drug Allergies,4,0,0.0,1,0.25,0.0,False,,,,1,0,None known,1.0
Terazosin (continue),Renal Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Hepatic Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Cardiac Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Respiratory Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Alcohol Use,4,0,0.0,4,1.0,1.0,False,,,,3,0,Rare social drink,0.25
Terazosin (continue),Tobacco Use,4,0,0.0,1,0.25,0.0,False,,,,1,0,Never,1.0
Terazosin (continue),Substance Use,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Terazosin (continue),Caffeine Intake,4,0,0.0,1,0.25,0.0,False,,,,1,0,1 coffee/day,1.0
Terazosin (continue),Current Medications,4,0,0.0,4,1.0,1.0,False,,,,3,0,"Terazosin 5 mg at bedtime (6 months, well tolerated)",0.25
Terazosin (continue),Foods (Last 24h),4,0,0.0,2,0.5,0.8113,False,,,,2,0,Balanced,0.75
Terazosin (continue),Symptoms,4,0,0.0,4,1.0,1.0,False,,,,4,0,"BPH symptoms improved, no orthostatic complaints",0.25
Terazosin (continue),Diagnosis,4,0,0.0,4,1.0,1.0,False,,,,4,0,BPH on stable terazosin,0.25
Terazosin (continue),Dosage,4,0,0.0,4,1.0,1.0,False,,,,2,4,5 mg at bedtime,0.25
Terazosin (continue),Duration,4,0,0.0,2,0.5,0.8113,False,,,,2,1,Indefinite,0.75
Terazosin (continue),Prompt / Clinical Scenario,4,0,0.0,4,1.0,1.0,False,,,,4,0,A 60-year-old man tolerating terazosin 5 mg at bedtime for 6 months without orthostatic symptoms continues the same dose. Is this safe?,0.25
Terazosin (continue),Risk_Categories,4,0,0.0,1,0.25,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Terazosin (continue),Is_Safe,4,0,0.0,1,0.25,0.0,False,,,,1,0,True,1.0
Terazosin (continue),Reasoning,4,0,0.0,4,1.0,1.0,False,,,,4,0,"5 mg falls within the labeled maintenance range (1-5 mg for hypertension; up to 10 mg often needed for full BPH effect, max 20 mg). After 6 months without orthostatic events and with no new comorbidities or interacting drugs, continuation is appropriate. Routine BP and prostate monitoring remains advised.",0.25
Atorvastatin (continue),Patient ID,4,0,0.0,4,1.0,1.0,True,1160.0,1207.0,1184.0,1,0,1160,0.25
Atorvastatin (continue),Age (year),4,0,0.0,3,0.75,0.9464,True,55.0,59.0,56.25,1,0,55.0,0.5
Atorvastatin (continue),Gender,4,0,0.0,2,0.5,0.8113,False,,,,1,0,Female,0.75
Atorvastatin (continue),Weight (kg),4,0,0.0,4,1.0,1.0,True,68.0,74.0,71.0,1,0,72,0.25
Atorvastatin (continue),Height (cm),4,0,0.0,3,0.75,0.9464,True,163.0,175.0,166.5,1,0,163,0.5
Atorvastatin (continue),BMI,4,0,0.0,4,1.0,1.0,True,24.2,27.1,25.65,1,0,27.1,0.25
Atorvastatin (continue),Genetic Disorders,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Chronic Conditions,4,0,0.0,3,0.75,0.9464,False,,,,3,0,Hyperlipidemia,0.5
Atorvastatin (continue),Pregnancy / Breastfeeding,4,1,0.25,1,0.3333,0.0,False,,,,1,0,Postmenopausal,1.0
Atorvastatin (continue),Drug Allergies,4,0,0.0,1,0.25,0.0,False,,,,1,0,None known,1.0
Atorvastatin (continue),Renal Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Hepatic Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Cardiac Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Respiratory Impairment,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Alcohol Use,4,1,0.25,2,0.6667,0.9183,False,,,,1,0,Rare,0.6667
Atorvastatin (continue),Tobacco Use,4,0,0.0,1,0.25,0.0,False,,,,1,0,Never,1.0
Atorvastatin (continue),Substance Use,4,4,1.0,0,0.0,0.0,False,,,,0,0,,
Atorvastatin (continue),Caffeine Intake,4,0,0.0,2,0.5,1.0,False,,,,1,0,Low,0.5
Atorvastatin (continue),Current Medications,4,0,0.0,4,1.0,1.0,False,,,,4,0,Atorvastatin 40 mg daily,0.25
Atorvastatin (continue),Foods (Last 24h),4,0,0.0,3,0.75,0.9464,False,,,,3,0,Regular diet; no grapefruit,0.5
Atorvastatin (continue),Symptoms,4,2,0.5,2,1.0,1.0,False,,,,2,0,Mild diffuse muscle aches,0.5
Atorvastatin (continue),Diagnosis,4,0,0.0,4,1.0,1.0,False,,,,4,0,Hyperlipidemia on atorvastatin with excessive grapefruit juice intake,0.25
Atorvastatin (continue),Dosage,4,0,0.0,2,0.5,0.8113,False,,,,2,4,40 mg orally once daily,0.75
Atorvastatin (continue),Duration,4,0,0.0,1,0.25,0.0,False,,,,1,0,Long-term,1.0
Atorvastatin (continue),Prompt / Clinical Scenario,4,0,0.0,4,1.0,1.0,False,,,,4,0,A 55-year-old woman on atorvastatin 40 mg reports drinking about 2 liters of grapefruit juice daily and now has mild muscle aches. Is continuing this regimen safe?,0.25
